FECHA;positivos;nue_posi;muj_posi;hom_posi;extranj_posi;costar_posi;investig_posi;adul_posi;am_posi;menor_posi;fallecidos;nue_falleci;muj_fall;hom_fall;RECUPERADOS;NUE_RECUP;DIA_COVID19;activos;letalidad;por_recup;por_activ
22/1/2021;189308;831;93159;96149;23556;165752;0;159643;14092;15452;2518;12;949;1569;146448;724;322;40342;1,33;77,36;21,31
23/1/2021;189959;651;93492;96467;23615;166344;0;160176;14144;15518;2532;14;956;1576;147373;925;323;40054;1,33;77,58;21,09
24/1/2021;190390;431;93695;96695;23650;166740;0;160523;14193;15553;2543;11;959;1584;148115;742;324;39732;1,34;77,8;20,87
25/1/2021;190745;355;93873;96872;23693;167052;0;160798;14228;15598;2558;15;966;1592;149149;1034;325;39038;1,34;78,19;20,47
26/1/2021;191345;600;94170;97175;23744;167601;0;161298;14280;15646;2567;9;970;1597;149808;659;326;38970;1,34;78,29;20,37
27/1/2021;192066;721;94539;97527;23813;168253;0;161898;14346;15701;2584;17;974;1610;150748;940;327;38734;1,35;78,49;20,17
28/1/2021;192637;571;94845;97792;23862;168775;0;162370;14392;15754;2599;15;980;1619;151382;634;328;38656;1,35;78,58;20,07
29/1/2021;193276;639;95173;98103;23931;169345;0;162887;14453;15814;2604;5;981;1623;151952;570;329;38720;1,347296095;78,61917672;20,03352718
30/1/2021;193844;568;95447;98397;23994;169850;0;163332;14517;15873;2612;8;982;1630;152539;587;330;38693;1,347475289;78,69162832;19,96089639
31/1/2021;194280;436;95669;98611;24052;170228;0;163710;14556;15908;2627;15;988;1639;152619;80;331;39034;1,352172123;78,55620754;20,09162034
1/2/2021;194569;289;95811;98758;24099;170470;0;163945;14589;15929;2634;7;991;1643;153063;444;332;38872;1,353761391;78,66772199;19,97851662
2/2/2021;195009;440;96038;98971;24145;170864;0;164323;14618;15962;2641;7;993;1648;154227;1164;333;38141;1,354296468;79,08711906;19,55858448
3/2/2021;195537;528;96302;99235;24179;171358;0;164768;14664;15999;2650;9;995;1655;155045;818;334;37842;1,35524223;79,29189872;19,35285905
4/2/2021;195992;455;96526;99466;24237;171755;0;165146;14703;16037;2662;12;1003;1659;155581;536;335;37749;1,358218703;79,38130128;19,26048002
5/2/2021;196438;446;96747;99691;24280;172158;0;165513;14745;16074;2672;10;1005;1667;156181;600;336;37585;1,360225618;79,50651096;19,13326342
6/2/2021;196944;506;97016;99928;24345;172599;0;165929;14794;16115;2680;8;1008;1672;157740;1559;337;36524;1,360792916;80,09383378;18,5453733
7/2/2021;197225;281;97142;100083;24385;172840;0;166156;14818;16145;2687;7;1010;1677;157996;256;338;36542;1,362403346;80,10951958;18,52807707
8/2/2021;197435;210;97243;100192;24407;173028;0;166327;14847;16155;2692;5;1012;1680;158283;287;339;36460;1,363486717;80,1696761;18,46683719
9/2/2021;197852;417;97446;100406;24461;173391;0;166666;14882;16199;2698;6;1016;1682;158820;537;340;36334;1,363645553;80,2721226;18,36423185
10/2/2021;198338;486;97707;100631;24511;173827;0;167075;14922;16236;2701;3;1016;1685;159586;766;341;36051;1,361816697;80,4616362;18,17654711
11/2/2021;198756;418;97925;100831;24560;174196;0;167416;14960;16275;2710;9;1020;1690;160462;876;342;35584;1,363480851;80,73316026;17,90335889
12/2/2021;199187;431;98129;101058;24631;174556;0;167761;15004;16317;2714;4;1022;1692;160946;484;343;35527;1,36253872;80,80145793;17,83600335
13/2/2021;199577;390;98314;101263;24673;174904;0;168062;15048;16362;2719;5;1023;1696;161230;284;344;35628;1,362381437;80,7858621;17,85175646
14/2/2021;199842;265;98460;101382;24714;175128;0;168278;15080;16379;2723;4;1024;1699;162352;1122;345;34767;1,362576435;81,24017974;17,39724382
15/2/2021;200024;182;98562;101462;24736;175288;0;168412;15112;16395;2730;7;1025;1705;163334;982;346;33960;1,36483622;81,65720114;16,97796264
16/2/2021;200454;430;98775;101679;24789;175665;0;168755;15145;16449;2737;7;1027;1710;165439;2105;347;32278;1,365400541;82,53215201;16,10244744
17/2/2021;200888;434;98981;101907;24827;176061;0;169113;15180;16490;2745;8;1030;1715;166979;1540;348;31164;1,366433037;83,12044522;15,51312174
18/2/2021;201241;353;99148;102093;24862;176379;0;169399;15210;16527;2756;11;1032;1724;168307;1328;349;30178;1,369502239;83,63454763;14,99595013
19/2/2021;201678;437;99368;102310;24884;176794;0;169735;15252;16586;2763;7;1035;1728;169053;746;350;29862;1,370005653;83,82322316;14,80677119
20/2/2021;202227;549;99657;102570;24965;177262;0;170183;15302;16637;2771;8;1037;1734;170613;1560;351;28843;1,370242351;84,36707265;14,262685
21/2/2021;202466;239;99781;102685;24996;177470;0;170386;15320;16655;2777;6;1039;1738;171776;1163;352;27913;1,371588316;84,84189938;13,7865123
22/2/2021;202674;208;99885;102789;25015;177659;0;170550;15343;16676;2782;5;1039;1743;172280;504;353;27612;1,3726477;85,00350316;13,62384914
23/2/2021;203097;423;100113;102984;25072;178025;0;170884;15379;16729;2785;3;1040;1745;173591;1311;354;26721;1,371265947;85,4719666;13,15676746
24/2/2021;203496;399;100313;103183;25121;178375;0;171214;15408;16769;2793;8;1041;1752;174096;505;355;26607;1,372508551;85,55254157;13,07494988
25/2/2021;203914;418;100518;103396;25167;178747;0;171540;15442;16827;2796;3;1042;1754;175883;1787;356;25235;1,371166276;86,25351864;12,37531508
26/2/2021;204341;427;100725;103616;25215;179126;0;171875;15478;16883;2800;4;1045;1755;177099;1216;357;24442;1,370258538;86,66836318;11,96137828
27/2/2021;204706;365;100911;103795;25270;179436;0;172167;15504;16930;2803;3;1046;1757;178845;1746;358;23058;1,369280822;87,36676013;11,26395904
28/2/2021;204906;200;101015;103891;25290;179616;0;172331;15523;16947;2806;3;1047;1759;179992;1147;359;22108;1,369408412;87,84125404;10,78933755
1/3/2021;205086;180;101107;103979;25313;179773;0;172479;15545;16957;2812;6;1049;1763;181851;1859;360;20423;1,37113211;88,67060648;9,958261412
2/3/2021;205514;428;101333;104181;25365;180149;0;172832;15575;17002;2820;8;1052;1768;183911;2060;361;18783;1,372169293;89,48830737;9,139523341
3/3/2021;205890;376;101520;104370;25416;180474;0;173153;15602;17030;2824;4;1054;1770;185045;1134;362;18021;1,371606197;89,87566176;8,752732041
4/3/2021;206293;403;101708;104585;25464;180829;0;173481;15643;17064;2829;5;1055;1774;186093;1048;363;17371;1,371350458;90,20810207;8,420547474
5/3/2021;206640;347;101876;104764;25500;181140;0;173781;15671;17083;2833;4;1057;1776;187484;1391;364;16323;1,370983353;90,72977158;7,899245064
6/3/2021;207056;416;102100;104956;25545;181511;0;174114;15704;17133;2835;2;1057;1778;187813;329;365;16408;1,369194807;90,70637895;7,924426242
7/3/2021;207272;216;102223;105049;25574;181698;0;174287;15728;17152;2838;3;1058;1780;187869;56;366;16565;1,369215331;90,63887066;7,991914007
8/3/2021;207460;188;102314;105146;25611;181849;0;174439;15749;17167;2841;3;1059;1782;187975;106;267;16644;1,369420611;90,60782802;8,022751374
9/3/2021;207832;372;102500;105332;25650;182182;0;174740;15779;17208;2848;7;1063;1785;188151;176;268;16833;1,37033758;90,53033219;8,099330228
10/3/2021;208244;412;102700;105544;25695;182549;0;175084;15807;17248;2852;4;1065;1787;188211;60;369;17181;1,369547262;90,38003496;8,250417779
11/3/2021;208717;473;102960;105757;25752;182965;0;175449;15850;17313;2859;7;1070;1789;188741;530;370;17117;1,369797381;90,42914569;8,201056934
12/3/2021;209093;376;103141;105952;25791;183302;0;175742;15877;17369;2862;3;1071;1791;188967;226;371;17264;1,368768921;90,37461799;8,256613086
13/3/2021;209573;480;103385;106188;25857;183716;0;176130;15915;17422;2867;5;1072;1795;189286;319;372;17420;1,368019735;90,31984082;8,312139445
14/3/2021;209840;267;103518;106322;25897;183943;0;176346;15942;17446;2875;8;1074;1801;189370;84;373;17595;1,370091498;90,24494853;8,38495997
15/3/2021;210016;176;103607;106409;25911;184105;0;176484;15965;17462;2881;6;1078;1803;189480;110;374;17655;1,371800244;90,22169739;8,406502362
16/3/2021;210447;431;103835;106612;25962;184485;0;176827;16000;17515;2886;5;1079;1807;189682;202;375;17879;1,371366662;90,13290757;8,495725765
17/3/2021;210948;501;104078;106870;26015;184933;0;177245;16032;17566;2891;5;1082;1809;189904;222;376;18153;1,370479929;90,02408176;8,605438307
18/3/2021;211433;485;104330;107103;26061;185372;0;177623;16080;17626;2894;3;1080;1814;190039;135;377;18500;1,368755114;89,88142816;8,749816727
19/3/2021;211903;470;104575;107328;26121;185782;0;178002;16108;17689;2896;2;1082;1814;190236;197;378;18771;1,366663049;89,77503858;8,858298372
20/3/2021;212390;487;104800;107590;26192;186198;0;178385;16151;17750;2897;1;1082;1815;190434;198;379;19059;1,364000188;89,66241348;8,973586327
21/3/2021;212670;280;104949;107721;26231;186439;0;178610;16179;17775;2900;3;1083;1817;190489;55;380;19281;1,36361499;89,57022617;9,066158838
22/3/2021;212925;255;105058;107867;26271;186654;0;178831;16199;17789;2904;4;1084;1820;190726;237;381;19295;1,363860514;89,57426324;9,061876248
23/3/2021;213438;513;105321;108117;26316;187122;0;179243;16247;17842;2908;4;1084;1824;190950;224;382;19580;1,362456545;89,46391926;9,173624191
24/3/2021;213999;561;105608;108391;26374;187625;0;179717;16280;17896;2914;6;1087;1827;191179;229;383;19906;1,361688606;89,33639877;9,301912626
25/3/2021;214608;609;105900;108708;26434;188174;0;180194;16334;17974;2923;9;1092;1821;191448;269;384;20237;1,362018191;89,20823082;9,429750988
26/3/2021;215178;570;106181;108997;26507;188671;0;180671;16371;18029;2931;8;1094;1837;191707;259;385;20540;1,362128099;89,09228639;9,545585515
27/3/2021;215706;528;106456;109250;26553;189153;0;181128;16393;18078;2936;5;1098;1838;191922;215;386;20848;1,361111884;88,97388112;9,665007
28/3/2021;216010;304;106599;109411;26603;189407;0;181392;16414;18097;2942;6;1102;1840;191996;74;387;21072;1,361973983;88,88292209;9,75510393
29/3/2021;216268;258;106722;109546;26630;189638;0;181607;16439;18115;2949;7;1104;1845;192394;398;388;20925;1,363585921;88,96091886;9,675495219
30/3/2021;216764;496;106971;109793;26709;190055;0;182022;16475;18160;2957;8;1105;1852;192699;305;389;21108;1,36415641;88,89806425;9,737779336
31/3/2021;217346;582;107267;110079;26775;190571;0;182517;16512;18210;2965;8;1108;1857;192951;252;390;21430;1,364184296;88,77596091;9,859854794
1/4/2021;217884;538;107548;110336;26843;191041;0;182929;16569;18279;2970;5;1108;1862;193140;189;391;21774;1,363110646;88,64349838;9,993390979
2/4/2021;218156;272;107681;110475;26891;191265;0;183158;16596;18295;2974;4;1109;1865;193256;116;392;21926;1,363244651;88,58614936;10,05060599
3/4/2021;218449;293;107831;110618;26948;191501;0;183403;16619;18320;2981;7;1112;1869;193543;287;393;21925;1,364620575;88,59871183;10,0366676
4/4/2021;218808;359;108012;110796;27003;191805;0;183707;16646;18348;2983;2;1113;1870;193573;30;394;22252;1,363295675;88,46705788;10,16964645
5/4/2021;219162;354;108184;110978;27058;192104;0;184016;16673;18366;2992;9;1119;1873;193644;71;395;22526;1,365200172;88,35655816;10,27824167
6/4/2021;219846;684;108541;111305;27121;192725;0;184587;16727;18425;3000;8;1124;1876;193857;213;396;22989;1,364591578;88,17854316;10,45686526
7/4/2021;220753;907;108998;111755;27203;193550;0;185335;16791;18520;3004;4;1126;1878;194256;399;397;23493;1,360796909;87,99699211;10,64221098
8/4/2021;221630;877;109479;112151;27297;194333;0;186060;16849;18614;3011;7;1129;1882;194509;253;398;24110;1,358570591;87,76293823;10,87849118
9/4/2021;222544;914;110037;112507;27391;195153;0;186828;16903;18706;3018;7;1131;1887;194760;251;399;24766;1,356136315;87,51527788;11,12858581
10/4/2021;223435;891;110498;112937;27477;195958;0;187557;16963;18807;3024;6;1134;1890;195311;551;400;25100;1,353413744;87,41289413;11,23369213
11/4/2021;223917;482;110748;113169;27535;196382;0;187974;16997;18838;3030;6;1135;1895;195645;334;401;25242;1,353179973;87,373893;11,27292702
12/4/2021;224386;469;110990;113396;27582;196804;0;188367;17037;18874;3036;6;1137;1899;195665;20;402;25685;1,35302559;87,20018183;11,44679258
13/4/2021;225343;957;111505;113838;27676;197667;0;189162;17092;18980;3044;8;1139;1905;196060;395;403;26239;1,350829624;87,00514327;11,64402711
14/4/2021;226412;1069;112086;114326;27782;198630;0;190067;17147;19089;3054;10;1143;1911;196574;514;404;26784;1,348868435;86,82136989;11,82976167
15/4/2021;227533;1121;112698;114835;27888;199645;0;190998;17231;19193;3065;11;1146;1919;196752;178;405;27716;1,34705735;86,47185243;12,18109022
16/4/2021;228577;1044;113244;115333;28000;200577;0;191887;17292;19284;3071;6;1148;1923;196974;222;406;28532;1,343529751;86,17402451;12,48244574
17/4/2021;229637;1060;113804;115833;28092;201545;0;192784;17356;19383;3084;13;1157;1927;197339;365;407;29214;1,342989152;85,93519337;12,72181748
18/4/2021;230301;664;114128;116173;28161;202140;0;193365;17395;19427;3091;7;1160;1931;197506;167;408;29704;1,342156569;85,75994025;12,89790318
19/4/2021;230837;536;114407;116430;28217;202620;0;193840;17436;19447;3099;8;1166;1933;197842;336;409;29896;1,342505751;85,70636423;12,95113002
20/4/2021;231967;1130;114977;116990;28324;203643;0;194798;17503;19550;3104;5;1168;1936;199166;1324;410;29697;1,338121371;85,85962658;12,80225204
21/4/2021;233498;1531;115744;117754;28434;205064;0;196094;17590;19699;3115;11;1175;1940;199379;213;411;31004;1,334058536;85,38788341;13,27805806
22/4/2021;235274;1776;116686;118588;28578;206696;0;197627;17692;19840;3125;10;1179;1946;199779;400;412;32370;1,328238564;84,91333509;13,75842635
23/4/2021;236930;1656;117556;119374;28694;208236;0;199045;17782;19990;3136;11;1183;1953;199982;203;413;33812;1,328238564;84,91333509;13,75842635
24/4/2021;238760;1830;118485;120275;28878;209882;0;200616;17883;20148;3143;7;1187;1956;200408;426;414;35209;1,316384654;83,93700787;14,74660747
25/4/2021;240037;1277;119134;120903;28996;211041;0;201748;17944;20232;3158;15;1194;1964;200721;313;415;36158;1,315630507;83,62085845;15,06351104
26/4/2021;241240;1203;119752;121488;29107;212133;0;202793;18022;20312;3168;10;1196;1972;201264;543;416;36808;1,313215056;83,42895042;15,25783452
27/4/2021;243167;1927;120742;122425;29244;213923;0;204497;18099;20458;3186;18;1204;1982;201784;520;417;38197;1,310210678;82,98165458;15,70813474
28/4/2021;245601;2434;121966;123635;29443;216158;0;206645;18208;20635;3202;16;1210;1992;202215;431;418;40184;1,30374062;82,33476248;16,3614969
29/4/2021;248382;2781;123434;124948;29645;218737;0;209096;18309;20864;3217;15;1217;2000;202593;378;419;42572;1,295182421;81,56508926;17,13972832
30/4/2021;250991;2609;124731;126260;29858;221133;0;211383;18425;21070;3231;14;1222;2009;203009;416;420;44751;1,287297154;80,88297987;17,82972298
1/5/2021;252982;1991;125743;127239;30001;222981;0;213094;18521;21254;3254;23;1229;2025;203523;514;421;46205;1,28625752;80,4495972;18,26414528
2/5/2021;254821;1839;126662;128159;30153;224668;0;214732;18603;21371;3266;12;1233;2033;204460;937;422;47095;1,281684006;80,23671518;18,48160081
3/5/2021;256676;1855;127605;129071;30292;226384;0;216392;18684;21485;3290;24;1243;2047;205467;1007;423;47919;1,281771572;80,04916704;18,66906138
4/5/2021;257980;1304;128291;129689;30387;227593;0;217559;18745;21561;3310;20;1253;2057;206319;852;424;48351;1,283045197;79,97480425;18,74215055
